Item 0:	Dwarf remains
Item 17202:	null
Item 17203:	Dromoleather vambraces
Item 17204:	null
Item 17205:	Spinoleather vambraces
Item 17206:	null
Item 17207:	Gallileather vambraces
Item 17208:	null
Item 17209:	Stegoleather vambraces
Item 17210:	null
Item 17211:	Megaleather vambraces
Item 17212:	null
Item 17213:	Tyrannoleather vambraces
Item 17214:	null
Item 17215:	Sagittarian vambraces
Item 17216:	null
Item 17217:	Salve robe top
Item 17218:	null
Item 17219:	Wildercress robe top
Item 17220:	null
Item 17221:	Blightleaf robe top
Item 17222:	null
Item 17223:	Roseblood robe top
Item 17224:	null
Item 17225:	Bryll robe top
Item 17226:	null
Item 17227:	Duskweed robe top
Item 17228:	null
Item 17229:	Soulbell robe top
Item 17230:	null
Item 17231:	Ectorobe top
Item 17232:	null
Item 17233:	Runic robe top
Item 17234:	null
Item 17235:	Spiritbloom robe top
Item 17236:	null
Item 17237:	Celestial robe top
Item 17238:	null
Item 17239:	Novite platebody
Item 17240:	null
Item 17241:	Bathus platebody
Item 17242:	null
Item 17243:	Marmaros platebody
Item 17244:	null
Item 17245:	Kratonite platebody
Item 17246:	null
Item 17247:	Fractite platebody
Item 17248:	null
Item 17249:	Zephyrium platebody
Item 17250:	null
Item 17251:	Argonite platebody
Item 17252:	null
Item 17253:	Katagon platebody
Item 17254:	null
Item 17255:	Gorgonite platebody
Item 17256:	null
Item 17257:	Promethium platebody
Item 17258:	null
Item 17259:	Primal platebody
Item 17260:	null
Item 17261:	Silver precision bracelet
Item 17262:	null
Item 17263:	Golden precision bracelet
Item 17264:	null
Item 17265:	Sunstriker boots
Item 17266:	null
Item 17267:	Marksman boots
Item 17268:	null
Item 17269:	Incantor's boots
Item 17270:	null
Item 17271:	Sorcerer's boots
Item 17272:	null
Item 17273:	Flameburst defender
Item 17274:	null
Item 17275:	Frostbite dagger
Item 17276:	null
Item 17277:	Hailstorm dagger
Item 17278:	null
Item 17279:	Shadow silk hood
Item 17280:	null
Item 17281:	Absorption boots
Item 17282:	null
Item 17283:	Grounding boots
Item 17284:	null
Item 17285:	Protector's ward
Item 17286:	null
Item 17287:	Guardian's ward
Item 17288:	null
Item 17289:	Seeker's charm
Item 17290:	null
Item 17291:	Blood necklace
Item 17292:	null
Item 17293:	Doomcore staff
Item 17294:	null
Item 17295:	Hexhunter bow
Item 17296:	null
Item 17297:	Protoleather boots
Item 17298:	null
Item 17299:	Subleather boots
Item 17300:	null
Item 17301:	Paraleather boots
Item 17302:	null
Item 17303:	Archleather boots
Item 17304:	null
Item 17305:	Dromoleather boots
Item 17306:	null
Item 17307:	Spinoleather boots
Item 17308:	null
Item 17309:	Gallileather boots
Item 17310:	null
Item 17311:	Stegoleather boots
Item 17312:	null
Item 17313:	Megaleather boots
Item 17314:	null
Item 17315:	Tyrannoleather boots
Item 17316:	null
Item 17317:	Sagittarian boots
Item 17318:	null
Item 17319:	Protoleather chaps
Item 17320:	null
Item 17321:	Subleather chaps
Item 17322:	null
Item 17323:	Paraleather chaps
Item 17324:	null
Item 17325:	Archleather chaps
Item 17326:	null
Item 17327:	Dromoleather chaps
Item 17328:	null
Item 17329:	Spinoleather chaps
Item 17330:	null
Item 17331:	Gallileather chaps
Item 17332:	null
Item 17333:	Stegoleather chaps
Item 17334:	null
Item 17335:	Megaleather chaps
Item 17336:	null
Item 17337:	Tyrannoleather chaps
Item 17338:	null
Item 17339:	Sagittarian chaps
Item 17340:	null
Item 17341:	Novite kiteshield
Item 17342:	null
Item 17343:	Bathus kiteshield
Item 17344:	null
Item 17345:	Marmaros kiteshield
Item 17346:	null
Item 17347:	Kratonite kiteshield
Item 17348:	null
Item 17349:	Fractite kiteshield
Item 17350:	null
Item 17351:	Zephyrium kiteshield
Item 17352:	null
Item 17353:	Argonite kiteshield
Item 17354:	null
Item 17355:	Katagon kiteshield
Item 17356:	null
Item 17357:	Gorgonite kiteshield
Item 17358:	null
Item 17359:	Promethium kiteshield
Item 17360:	null
Item 17361:	Primal kiteshield
Item 17362:	null
Item 17363:	Guard room key
Item 17364:	Lump of stone
Item 17365:	Spare construct arm (u)
Item 17366:	Spare construct leg (u)
Item 17367:	Spare construct head (u)
Item 17368:	Spare construct arm
Item 17369:	null
Item 17370:	Spare construct leg
Item 17371:	null
Item 17372:	Spare construct head
Item 17373:	null
Item 17374:	Raw vile fish
Item 17375:	Vile fish
Item 17376:	Power crystal
Item 17377:	Dry logs
Item 17378:	Simple trap
Item 17379:	Ashes (o)
Item 17380:	null
Item 17381:	Banana (o)
Item 17382:	null
Item 17383:	Unholy symbol (o)
Item 17384:	null
Item 17385:	Blood rune (o)
Item 17386:	null
Item 17387:	Bones (o)
Item 17388:	null
Item 17389:	Bow string (o)
Item 17390:	null
Item 17391:	Coins (o)
Item 17392:	null
Item 17393:	Feather (o)
Item 17394:	null
Item 17395:	Firebreath whiskey (o)
Item 17396:	null
Item 17397:	Cave eel (o)
Item 17398:	null
Item 17399:	Fishing rod (o)
Item 17400:	null
Item 17401:	Hammer (o)
Item 17402:	null
Item 17403:	Headless arrow (o)
Item 17404:	null
Item 17405:	Novite kiteshield (o)
Item 17406:	null
Item 17407:	Gissel mushroom (o)
Item 17408:	null
Item 17409:	Needle (o)
Item 17410:	null
Item 17411:	Weapon poison (o)
Item 17412:	null
Item 17413:	Vial of water (o)
Item 17414:	null
Item 17415:	Stone block
Item 17416:	Stone sword
Item 17417:	null
Item 17418:	Stone bow
Item 17419:	null
Item 17420:	Stone staff
Item 17421:	null
Item 17422:	Broken barrel bits
Item 17423:	null
Item 17424:	Protomastyx hide
Item 17425:	null
Item 17426:	Submastyx hide
Item 17427:	null
Item 17428:	Paramastyx hide
Item 17429:	null
Item 17430:	Archaemastyx hide
Item 17431:	null
Item 17432:	Dromomastyx hide
Item 17433:	null
Item 17434:	Spinomastyx hide
Item 17435:	null
Item 17436:	Gallimastyx hide
Item 17437:	null
Item 17438:	Stegomastyx hide
Item 17439:	null
Item 17440:	Megamastyx hide
Item 17441:	null
Item 17442:	Tyrannomastyx hide
Item 17443:	null
Item 17444:	Chisel
Item 17445:	null
Item 17446:	Needle
Item 17447:	Thread
Item 17448:	Salve nettles
Item 17449:	null
Item 17450:	Wildercress
Item 17451:	null
Item 17452:	Blightleaf
Item 17453:	null
Item 17454:	Roseblood
Item 17455:	null
Item 17456:	Bryll
Item 17457:	null
Item 17458:	Duskweed
Item 17459:	null
Item 17460:	Soulbell
Item 17461:	null
Item 17462:	Ectograss
Item 17463:	null
Item 17464:	Runeleaf
Item 17465:	null
Item 17466:	Spiritbloom
Item 17467:	null
Item 17468:	Salve cloth
Item 17469:	null
Item 17470:	Wildercress cloth
Item 17471:	null
Item 17472:	Blightleaf cloth
Item 17473:	null
Item 17474:	Roseblood cloth
Item 17475:	null
Item 17476:	Bryll cloth
Item 17477:	null
Item 17478:	Duskweed cloth
Item 17479:	null
Item 17480:	Soulbell cloth
Item 17481:	null
Item 17482:	Ectocloth
Item 17483:	null
Item 17484:	Runic cloth
Item 17485:	null
Item 17486:	Spiritbloom cloth
Item 17487:	null
Item 17488:	null
Item 17489:	Gatestone
Item 17490:	Vial
Item 17491:	null
Item 17492:	Vial of water
Item 17493:	null
Item 17494:	Grimy sagewort
Item 17495:	null
Item 17496:	Grimy valerian
Item 17497:	null
Item 17498:	Grimy aloe
Item 17499:	null
Item 17500:	Grimy wormwood leaf
Item 17501:	null
Item 17502:	Grimy magebane
Item 17503:	null
Item 17504:	Grimy featherfoil
Item 17505:	null
Item 17506:	Grimy winter's grip
Item 17507:	null
Item 17508:	Grimy lycopus
Item 17509:	null
Item 17510:	Grimy buckthorn
Item 17511:	null
Item 17512:	Clean sagewort
Item 17513:	null
Item 17514:	Clean valerian
Item 17515:	null
Item 17516:	Clean aloe
Item 17517:	null
Item 17518:	Clean wormwood leaf
Item 17519:	null
Item 17520:	Clean magebane
Item 17521:	null
Item 17522:	Clean featherfoil
Item 17523:	null
Item 17524:	Clean winter's grip
Item 17525:	null
Item 17526:	Clean lycopus
Item 17527:	null
Item 17528:	Clean buckthorn
Item 17529:	null
Item 17530:	Void dust
Item 17531:	null
Item 17532:	Misshapen claw
Item 17533:	null
Item 17534:	Red moss
Item 17535:	null
Item 17536:	Firebreath whiskey
Item 17537:	null
Item 17538:	Sagewort potion (unf)
Item 17539:	null
Item 17540:	Valerian potion (unf)
Item 17541:	null
Item 17542:	Aloe potion (unf)
Item 17543:	null
Item 17544:	Wormwood potion (unf)
Item 17545:	null
Item 17546:	Magebane potion (unf)
Item 17547:	null
Item 17548:	Featherfoil potion (unf)
Item 17549:	null
Item 17550:	Winter's grip potion (unf)
Item 17551:	null
Item 17552:	Lycopus potion (unf)
Item 17553:	null
Item 17554:	Buckthorn potion (unf)
Item 17555:	null
Item 17556:	Weak magic potion
Item 17557:	null
Item 17558:	Weak ranged potion
Item 17559:	null
Item 17560:	Weak melee potion
Item 17561:	null
Item 17562:	Weak defence potion
Item 17563:	null
Item 17564:	Weak stat restore potion
Item 17565:	null
Item 17566:	Antipoison
Item 17567:	null
Item 17568:	Weak cure potion
Item 17569:	null
Item 17570:	Weak rejuvenation potion
Item 17571:	null
Item 17572:	Weak weapon poison
Item 17573:	null
Item 17574:	Weak gatherer's potion
Item 17575:	null
Item 17576:	Weak artisan's potion
Item 17577:	null
Item 17578:	Weak naturalist's potion
Item 17579:	null
Item 17580:	Weak survivalist's potion
Item 17581:	null
Item 17582:	Magic potion
Item 17583:	null
Item 17584:	Ranged potion
Item 17585:	null
Item 17586:	Melee potion
Item 17587:	null
Item 17588:	Defence potion
Item 17589:	null
Item 17590:	Stat restore potion
Item 17591:	null
Item 17592:	Cure potion
Item 17593:	null
Item 17594:	Rejuvenation potion
Item 17595:	null
Item 17596:	Weapon poison
Item 17597:	null
Item 17598:	Gatherer's potion
Item 17599:	null
Item 17600:	Artisan's potion
Item 17601:	null
Item 17602:	Naturalist's potion
Item 17603:	null
Item 17604:	Survivalist's potion
Item 17605:	null
Item 17606:	Strong magic potion
Item 17607:	null
Item 17608:	Strong ranged potion
Item 17609:	null
Item 17610:	Strong melee potion
Item 17611:	null
Item 17612:	Strong defence potion
Item 17613:	null
Item 17614:	Strong stat restore potion
Item 17615:	null
Item 17616:	Strong cure potion
Item 17617:	null
Item 17618:	Strong rejuvenation potion
Item 17619:	null
Item 17620:	Strong weapon poison
Item 17621:	null
Item 17622:	Strong gatherer's potion
Item 17623:	null
Item 17624:	Strong artisan's potion
Item 17625:	null
Item 17626:	Strong naturalist's potion
Item 17627:	null
Item 17628:	Strong survivalist's potion
Item 17629:	null
Item 17630:	Novite ore
Item 17631:	null
Item 17632:	Bathus ore
Item 17633:	null
Item 17634:	Marmaros ore
Item 17635:	null
Item 17636:	Kratonium ore
Item 17637:	null
Item 17638:	Fractite ore
Item 17639:	null
Item 17640:	Zephyrium ore
Item 17641:	null
Item 17642:	Argonite ore
Item 17643:	null
Item 17644:	Katagon ore
Item 17645:	null
Item 17646:	Gorgonite ore
Item 17647:	null
Item 17648:	Promethium ore
Item 17649:	null
Item 17650:	Novite bar
Item 17651:	null
Item 17652:	Bathus bar
Item 17653:	null
Item 17654:	Marmaros bar
Item 17655:	null
Item 17656:	Kratonite bar
Item 17657:	null
Item 17658:	Fractite bar
Item 17659:	null
Item 17660:	Zephyrium bar
Item 17661:	null
Item 17662:	Argonite bar
Item 17663:	null
Item 17664:	Katagon bar
Item 17665:	null
Item 17666:	Gorgonite bar
Item 17667:	null
Item 17668:	Promethium bar
Item 17669:	null
Item 17670:	Bones
Item 17671:	null
Item 17672:	Bat bones
Item 17673:	null
Item 17674:	Big bones
Item 17675:	null
Item 17676:	Dragon bones
Item 17677:	null
Item 17678:	Tinderbox
Item 17679:	null
Item 17680:	Ashes
Item 17681:	null
Item 17682:	Tangle gum branches
Item 17683:	null
Item 17684:	Seeping elm branches
Item 17685:	null
Item 17686:	Blood spindle branches
Item 17687:	null
Item 17688:	Utuku branches
Item 17689:	null
Item 17690:	Spinebeam branches
Item 17691:	null
Item 17692:	Bovistrangler branches
Item 17693:	null
Item 17694:	Thigat branches
Item 17695:	null
Item 17696:	Corpsethorn branches
Item 17697:	null
Item 17698:	Entgallow branches
Item 17699:	null
Item 17700:	Grave creeper branches
Item 17701:	null
Item 17702:	Tangle gum shortbow (u)
Item 17703:	null
Item 17704:	Seeping elm shortbow (u)
Item 17705:	null
Item 17706:	Blood spindle shortbow (u)
Item 17707:	null
Item 17708:	Utuku shortbow (u)
Item 17709:	null
Item 17710:	Spinebeam shortbow (u)
Item 17711:	null
Item 17712:	Bovistrangler shortbow (u)
Item 17713:	null
Item 17714:	Thigat shortbow (u)
Item 17715:	null
Item 17716:	Corpsethorn shortbow (u)
Item 17717:	null
Item 17718:	Entgallow shortbow (u)
Item 17719:	null
Item 17720:	Grave creeper shortbow (u)
Item 17721:	null
Item 17722:	Tangle gum longbow (u)
Item 17723:	null
Item 17724:	Seeping elm longbow (u)
Item 17725:	null
Item 17726:	Blood spindle longbow (u)
Item 17727:	null
Item 17728:	Utuku longbow (u)
Item 17729:	null
Item 17730:	Spinebeam longbow (u)
Item 17731:	null
Item 17732:	Bovistrangler longbow (u)
Item 17733:	null
Item 17734:	Thigat longbow (u)
Item 17735:	null
Item 17736:	Corpsethorn longbow (u)
Item 17737:	null
Item 17738:	Entgallow longbow (u)
Item 17739:	null
Item 17740:	Grave creeper longbow (u)
Item 17741:	null
Item 17742:	Arrow shaft
Item 17743:	null
Item 17744:	null
Item 17745:	null
Item 17746:	null
Item 17747:	Headless arrow
Item 17748:	null
Item 17749:	null
Item 17750:	null
Item 17751:	null
Item 17752:	Bow string
Item 17753:	null
Item 17754:	Knife
Item 17755:	null
Item 17756:	Tangle gum trap
Item 17757:	null
Item 17758:	Seeping elm trap
Item 17759:	null
Item 17760:	Blood spindle trap
Item 17761:	null
Item 17762:	Utuku trap
Item 17763:	null
Item 17764:	Spinebeam trap
Item 17765:	null
Item 17766:	Bovistrangler trap
Item 17767:	null
Item 17768:	Thigat trap
Item 17769:	null
Item 17770:	Corpsethorn trap
Item 17771:	null
Item 17772:	Entgallow trap
Item 17773:	null
Item 17774:	Grave creeper trap
Item 17775:	null
Item 17776:	Rune essence
Item 17777:	null
Item 17778:	null
Item 17779:	null
Item 17780:	Air rune
Item 17781:	Water rune
Item 17782:	Earth rune
Item 17783:	Fire rune
Item 17784:	Mind rune
Item 17785:	Chaos rune
Item 17786:	Death rune
Item 17787:	Blood rune
Item 17788:	Body rune
Item 17789:	Cosmic rune
Item 17790:	Astral rune
Item 17791:	Nature rune
Item 17792:	Law rune
Item 17793:	Soul rune
Item 17794:	Fly fishing rod
Item 17795:	null
Item 17796:	Feather
Item 17797:	Raw heim crab
Item 17798:	null
Item 17799:	Raw red-eye
Item 17800:	null
Item 17801:	Raw dusk eel
Item 17802:	null
Item 17803:	Raw giant flatfish
Item 17804:	null
Item 17805:	Raw short-finned eel
Item 17806:	null
Item 17807:	Raw web snipper
Item 17808:	null
Item 17809:	Raw bouldabass
Item 17810:	null
Item 17811:	Raw salve eel
Item 17812:	null
Item 17813:	Raw blue crab
Item 17814:	null
Item 17815:	Raw cave moray
Item 17816:	null
Item 17817:	Raw cave potato
Item 17818:	null
Item 17819:	Gissel mushroom
Item 17820:	null
Item 17821:	Edicap mushroom
Item 17822:	null
Item 17823:	Cave potato seed
Item 17824:	Gissel mushroom spore
Item 17825:	Edicap mushroom spore
Item 17826:	Sagewort seed
Item 17827:	Valerian seed
Item 17828:	Aloe seed
Item 17829:	Wormwood seed
Item 17830:	Magebane seed
Item 17831:	Featherfoil seed
Item 17832:	Winter's grip seed
Item 17833:	Lycopus seed
Item 17834:	Buckthorn seed
Item 17835:	null
Item 17836:	null
Item 17837:	null
Item 17838:	null
Item 17839:	null
Item 17840:	null
Item 17841:	null
Item 17842:	null
Item 17843:	null
Item 17844:	null
Item 17845:	null
Item 17846:	null
Item 17847:	null
Item 17848:	null
Item 17849:	null
Item 17850:	null
Item 17851:	null
Item 17852:	null
Item 17853:	null
Item 17854:	null
Item 17855:	null
Item 17856:	null
Item 17857:	null
Item 17858:	null
Item 17859:	null
Item 17860:	null
Item 17861:	null
Item 17862:	null
Item 17863:	null
Item 17864:	null
Item 17865:	null
Item 17866:	null
Item 17867:	null
Item 17868:	null
Item 17869:	null
Item 17870:	null
Item 17871:	null
Item 17872:	null
Item 17873:	null
Item 17874:	null
Item 17875:	null
Item 17876:	null
Item 17877:	null
Item 17878:	null
Item 17879:	null
Item 17880:	null
Item 17881:	null
Item 17882:	null
Item 17883:	Hammer
Item 17884:	null
Item 17885:	Novite arrowtips
Item 17886:	null
Item 17887:	null
Item 17888:	null
Item 17889:	null
Item 17890:	Bathus arrowtips
Item 17891:	null
Item 17892:	null
Item 17893:	null
Item 17894:	null
Item 17895:	Marmaros arrowtips
Item 17896:	null
Item 17897:	null
Item 17898:	null
Item 17899:	null
Item 17900:	Kratonite arrowtips
Item 17901:	null
Item 17902:	null
Item 17903:	null
Item 17904:	null
Item 17905:	Fractite arrowtips
Item 17906:	null
Item 17907:	null
Item 17908:	null
Item 17909:	null
Item 17910:	Zephyrium arrowtips
Item 17911:	null
Item 17912:	null
Item 17913:	null
Item 17914:	null
Item 17915:	Argonite arrowtips
Item 17916:	null
Item 17917:	null
Item 17918:	null
Item 17919:	null
Item 17920:	Katagon arrowtips
Item 17921:	null
Item 17922:	null
Item 17923:	null
Item 17924:	null
Item 17925:	Gorgonite arrowtips
Item 17926:	null
Item 17927:	null
Item 17928:	null
Item 17929:	null
Item 17930:	Promethium arrowtips
Item 17931:	null
Item 17932:	null
Item 17933:	null
Item 17934:	null
Item 17935:	Cub bloodrager pouch
Item 17936:	Little bloodrager pouch
Item 17937:	Na?ve bloodrager pouch
Item 17938:	Keen bloodrager pouch
Item 17939:	Brave bloodrager pouch
Item 17940:	Brah bloodrager pouch
Item 17941:	Naabe bloodrager pouch
Item 17942:	Wise bloodrager pouch
Item 17943:	Adept bloodrager pouch
Item 17944:	Sachem bloodrager pouch
Item 17945:	Cub stormbringer pouch
Item 17946:	Little stormbringer pouch
Item 17947:	Na?ve stormbringer pouch
Item 17948:	Keen stormbringer pouch
Item 17949:	Brave stormbringer pouch
Item 17950:	Brah stormbringer pouch
Item 17951:	Naabe stormbringer pouch
Item 17952:	Wise stormbringer pouch
Item 17953:	Adept stormbringer pouch
Item 17954:	Sachem stormbringer pouch
Item 17955:	Cub hoardstalker pouch
Item 17956:	Little hoardstalker pouch
Item 17957:	Na?ve hoardstalker pouch
Item 17958:	Keen hoardstalker pouch
Item 17959:	Brave hoardstalker pouch
Item 17960:	Brah hoardstalker pouch
Item 17961:	Naabe hoardstalker pouch
Item 17962:	Wise hoardstalker pouch
Item 17963:	Adept hoardstalker pouch
Item 17964:	Sachem hoardstalker pouch
Item 17965:	Cub skinweaver pouch
Item 17966:	Little skinweaver pouch
Item 17967:	Na?ve skinweaver pouch
Item 17968:	Keen skinweaver pouch
Item 17969:	Brave skinweaver pouch
Item 17970:	Brah skinweaver pouch
Item 17971:	Naabe skinweaver pouch
Item 17972:	Wise skinweaver pouch
Item 17973:	Adept skinweaver pouch
Item 17974:	Sachem skinweaver pouch
Item 17975:	Cub worldbearer pouch
Item 17976:	Little worldbearer pouch
Item 17977:	Na?ve worldbearer pouch
Item 17978:	Keen worldbearer pouch
Item 17979:	Brave worldbearer pouch
Item 17980:	Brah worldbearer pouch
Item 17981:	Naabe worldbearer pouch
Item 17982:	Wise worldbearer pouch
Item 17983:	Adept worldbearer pouch
Item 17984:	Sachem worldbearer pouch
Item 17985:	Cub deathslinger pouch
Item 17986:	Little deathslinger pouch
Item 17987:	Na?ve deathslinger pouch
Item 17988:	Keen deathslinger pouch
Item 17989:	Brave deathslinger pouch
Item 17990:	Brah deathslinger pouch
Item 17991:	Naabe deathslinger pouch
Item 17992:	Wise deathslinger pouch
Item 17993:	Adept deathslinger pouch
Item 17994:	Sachem deathslinger pouch
Item 17995:	Protoleather torn bag
Item 17996:	null
Item 17997:	Subleather torn bag
Item 17998:	null
Item 17999:	Paraleather torn bag
Item 18000:	null
Item 18001:	Archleather torn bag
Item 18002:	null
Item 18003:	Dromoleather torn bag
Item 18004:	null
Item 18005:	Spinoleather torn bag
Item 18006:	null
Item 18007:	Gallileather torn bag
Item 18008:	null
Item 18009:	Stegoleather torn bag
Item 18010:	null
Item 18011:	Megaleather torn bag
Item 18012:	null
Item 18013:	Tyrannoleather torn bag
Item 18014:	null
Item 18015:	Pouch
Item 18016:	Spirit shards
Item 18017:	Gold charm
Item 18018:	Green charm
Item 18019:	Crimson charm
Item 18020:	Blue charm
Item 18021:	Pouch
Item 18022:	Pouch
Item 18023:	Pouch
Item 18024:	Pouch
Item 18025:	Pouch
Item 18026:	Pouch
Item 18027:	Sundering strike (tier 1)
Item 18028:	Sundering strike (tier 2)
Item 18029:	Sundering strike (tier 3)
Item 18030:	Sundering strike (tier 4)
Item 18031:	Sundering strike (tier 5)
Item 18032:	Sundering strike (tier 6)
Item 18033:	Sundering strike (tier 7)
Item 18034:	Sundering strike (tier 8)
Item 18035:	Sundering strike (tier 9)
Item 18036:	Sundering strike (tier 10)
Item 18037:	Poisonous shot (tier 1)
Item 18038:	Poisonous shot (tier 2)
Item 18039:	Poisonous shot (tier 3)
Item 18040:	Poisonous shot (tier 4)
Item 18041:	Poisonous shot (tier 5)
Item 18042:	Poisonous shot (tier 6)
Item 18043:	Poisonous shot (tier 7)
Item 18044:	Poisonous shot (tier 8)
Item 18045:	Poisonous shot (tier 9)
Item 18046:	Poisonous shot (tier 10)
Item 18047:	Snaring wave (tier 1)
Item 18048:	Snaring wave (tier 2)
Item 18049:	Snaring wave (tier 3)
Item 18050:	Snaring wave (tier 4)
Item 18051:	Snaring wave (tier 5)
Item 18052:	Snaring wave (tier 6)
Item 18053:	Snaring wave (tier 7)
Item 18054:	Snaring wave (tier 8)
Item 18055:	Snaring wave (tier 9)
Item 18056:	Snaring wave (tier 10)
Item 18057:	Aptitude (tier 1)
Item 18058:	Aptitude (tier 2)
Item 18059:	Aptitude (tier 3)
Item 18060:	Aptitude (tier 4)
Item 18061:	Aptitude (tier 5)
Item 18062:	Aptitude (tier 6)
Item 18063:	Aptitude (tier 7)
Item 18064:	Aptitude (tier 8)
Item 18065:	Aptitude (tier 9)
Item 18066:	Aptitude (tier 10)
Item 18067:	Second wind (tier 1)
Item 18068:	Second wind (tier 2)
Item 18069:	Second wind (tier 3)
Item 18070:	Second wind (tier 4)
Item 18071:	Second wind (tier 5)
Item 18072:	Second wind (tier 6)
Item 18073:	Second wind (tier 7)
Item 18074:	Second wind (tier 8)
Item 18075:	Second wind (tier 9)
Item 18076:	Second wind (tier 10)
Item 18077:	Glimmer of light (tier 1)
Item 18078:	Glimmer of light (tier 2)
Item 18079:	Glimmer of light (tier 3)
Item 18080:	Glimmer of light (tier 4)
Item 18081:	Glimmer of light (tier 5)
Item 18082:	Glimmer of light (tier 6)
Item 18083:	Glimmer of light (tier 7)
Item 18084:	Glimmer of light (tier 8)
Item 18085:	Glimmer of light (tier 9)
Item 18086:	Glimmer of light (tier 10)
Item 18087:	Pouch
Item 18088:	Pouch
Item 18089:	Pouch
Item 18090:	Pouch
Item 18091:	Pouch
Item 18092:	Pouch
Item 18093:	Baked cave potato
Item 18094:	null
Item 18095:	Gissel potato
Item 18096:	null
Item 18097:	Edicap potato
Item 18098:	null
Item 18099:	Heim crab potato
Item 18100:	null
Item 18101:	Red-eye potato
Item 18102:	null
Item 18103:	Dusk eel potato
Item 18104:	null
Item 18105:	Giant flatfish potato
Item 18106:	null
Item 18107:	Short-fin eel potato
Item 18108:	null
Item 18109:	Snipper potato
Item 18110:	null
Item 18111:	Bouldabass potato
Item 18112:	null
Item 18113:	Salve eel potato
Item 18114:	null
Item 18115:	Blue crab potato
Item 18116:	null
Item 18117:	Cave moray potato
Item 18118:	null
Item 18119:	Heim crab & gissel potato
Item 18120:	null
Item 18121:	Red-eye & gissel potato
Item 18122:	null
Item 18123:	Dusk eel & gissel potato
Item 18124:	null
Item 18125:	Flatfish & gissel potato
Item 18126:	null
Item 18127:	Short-fin & gissel potato
Item 18128:	null
Item 18129:	Snipper & gissel potato
Item 18130:	null
Item 18131:	Bouldabass & gissel potato
Item 18132:	null
Item 18133:	Salve eel & gissel potato
Item 18134:	null
Item 18135:	Blue crab & gissel potato
Item 18136:	null
Item 18137:	Moray & gissel potato
Item 18138:	null
Item 18139:	Heim crab & edicap potato
Item 18140:	null
Item 18141:	Red-eye & edicap potato
Item 18142:	null
Item 18143:	Dusk eel & edicap potato
Item 18144:	null
Item 18145:	Flatfish & edicap potato
Item 18146:	null
Item 18147:	Short-fin & edicap potato
Item 18148:	null
Item 18149:	Snipper & edicap potato
Item 18150:	null
Item 18151:	Bouldabass & edicap potato
Item 18152:	null
Item 18153:	Salve eel & edicap potato
Item 18154:	null
Item 18155:	Blue crab & edicap potato
Item 18156:	null
Item 18157:	Moray & edicap potato
Item 18158:	null
Item 18159:	Heim crab
Item 18160:	null
Item 18161:	Red-eye
Item 18162:	null
Item 18163:	Dusk eel
Item 18164:	null
Item 18165:	Giant flatfish
Item 18166:	null
Item 18167:	Short-finned eel
Item 18168:	null
Item 18169:	Web snipper
Item 18170:	null
Item 18171:	Bouldabass
Item 18172:	null
Item 18173:	Salve eel
Item 18174:	null
Item 18175:	Blue crab
Item 18176:	null
Item 18177:	Cave moray
Item 18178:	null
Item 18179:	Burnt heim crab
Item 18180:	null
Item 18181:	Burnt red-eye
Item 18182:	null
Item 18183:	Burnt dusk eel
Item 18184:	null
Item 18185:	Burnt giant flatfish
Item 18186:	null
Item 18187:	Burnt short-finned eel
Item 18188:	null
Item 18189:	Burnt web snipper
Item 18190:	null
Item 18191:	Burnt bouldabass
Item 18192:	null
Item 18193:	Burnt salve eel
Item 18194:	null
Item 18195:	Burnt blue crab
Item 18196:	null
Item 18197:	Burnt cave moray
Item 18198:	null
Item 18199:	Banana
Item 18200:	null
Item 18201:	Coins
Item 18202:	Orange triangle key
Item 18203:	null
Item 18204:	Orange diamond key
Item 18205:	null
Item 18206:	Orange rectangle key
Item 18207:	null
Item 18208:	Orange pentagon key
Item 18209:	null
Item 18210:	Orange corner key
Item 18211:	null
Item 18212:	Orange crescent key
Item 18213:	null
Item 18214:	Orange wedge key
Item 18215:	null
Item 18216:	Orange shield key
Item 18217:	null
Item 18218:	Silver triangle key
Item 18219:	null
Item 18220:	Silver diamond key
Item 18221:	null
Item 18222:	Silver rectangle key
Item 18223:	null
Item 18224:	Silver pentagon key
Item 18225:	null
Item 18226:	Silver corner key
Item 18227:	null
Item 18228:	Silver crescent key
Item 18229:	null
Item 18230:	Silver wedge key
Item 18231:	null
Item 18232:	Silver shield key
Item 18233:	null
Item 18234:	Yellow triangle key
Item 18235:	null
Item 18236:	Yellow diamond key
Item 18237:	null
Item 18238:	Yellow rectangle key
Item 18239:	null
Item 18240:	Yellow pentagon key
Item 18241:	null
Item 18242:	Yellow corner key
Item 18243:	null
Item 18244:	Yellow crescent key
Item 18245:	null
Item 18246:	Yellow wedge key
Item 18247:	null
Item 18248:	Yellow shield key
Item 18249:	null
Item 18250:	Green triangle key
Item 18251:	null
Item 18252:	Green diamond key
Item 18253:	null
Item 18254:	Green rectangle key
Item 18255:	null
Item 18256:	Green pentagon key
Item 18257:	null
Item 18258:	Green corner key
Item 18259:	null
Item 18260:	Green crescent key
Item 18261:	null
Item 18262:	Green wedge key
Item 18263:	null
Item 18264:	Green shield key
Item 18265:	null
Item 18266:	Blue triangle key
Item 18267:	null
Item 18268:	Blue diamond key
Item 18269:	null
Item 18270:	Blue rectangle key
Item 18271:	null
